Domain Name,Sub Domain Name,Product Type Name,Product Type Code,Product Name,Herbal/ Ayurvedic,Fssai No,Preservatives (details),Ready To Cook (y/n),Scented/ Flavour,Rice Grain Type,Baby Weight,Absorption Duration (in Hrs),Brand,Pack Quantity,Mineral Source,Capacity,Product Quantity,Upc / Ean,Manufacturer,Customer Care Contact,Flavours & Spices,Recommended Age,Mrp,Country Of Origin,Preservatives (y/n),Product - Unit Of Measurement,Ready To Eat (y/n),Product Description,Net Quantity,Theme/ Occasion Type,Hair Type,Caffeine Content,Source,Uploaded On,Updated On,Image 1 Filename,Image 2 Filename,Image 3 Filename,Image 4 / Video 1 Filename,Image 5 / Video 2 Filename
Retail,Grocery,Sports & Energy Drinks,RET10-101B,"Boost Chocolate Energy & Sports Nutrition Drink Refill, 750 G Carton",,10013022001897,-,,,,,,Boost,Pack of 1,-,750 gm,750,8901030818073.0,Hindustan Unilever Ltd.,-,-,-,364.0,India,-,gm,,"Boost is one of Indias leading Malt-based foods, fortified with a combination of micro-nutrients that are known to be essential for oxygen utilization of the body and energy metabolism. Boost is clinically proven to increase stamina by 3 times (3X) more. Enjoyed by some of your favourite cricket superstars all over India, delicious chocolate Boost drink can be prepared with hot or cold milk and is fortified with seventeen essential vitamins and minerals. Boost is proven to be a Nourishing beverage that helps build stamina, Boost Has nutrients which help in maintenance of optimal bone & muscle strength. Boost is Enriched with Envita Nutrients (Iron, Vitamin A, C, Folic Acid, B12 and B6). Envita nutrients help transport oxygen more effectively in the body. Nutrients present in boost nourish the body in multiple ways- Iron and Vitamin C- help in effective transportation of oxygen to muscle. Vitamin B12, Vitamin B2, Vitamin B6, Folic Acid- In the presence of oxygen, muscles produce more energy. Boost has nutrients which help in optimal utilization of oxygen. Vitamin D, Calcium, and protein- Nutrients which help in maintenance of optimal bone & muscle strength for strength. Vitamin B1, Niacin, Biotin, Pantothenic Acid, Iodine, Magnesium- Energy releasing nutrients which help release energy from food.",750 gm,,,-,Polestarre,,,Image_1_8901030818073.0.jpg,Image_2_8901030818073.0.jpg,Image_3_8901030818073.0.jpg,Image_4_8901030818073.0.jpg,Image_5_8901030818073.0.jpg
Retail,Grocery,Sports & Energy Drinks,RET10-101B,"Boost Health, Energy And Sports Nutrition Drink, 200 G Pet Jar",,10013022001897,-,,,,,,Boost,Pack of 1,-,200 gm,200,8901030817182.0,Hindustan Unilever Ltd.,-,-,-,139.0,India,-,gm,,Boost is the secret of winning energy. Boost is Indias leading malt-based health food drink in a chocolate flavor. It was developed by the companys R and D team in 1974 and launched in 1975-76. Its success characterizes the manner and skill with which GlaxoSmithKline Consumer Healthcare has responded to the changing contours of this product segment in recent times.,200 gm,,,-,Polestarre,,,Image_1_8901030817182.0.jpg,Image_2_8901030817182.0.jpg,Image_3_8901030817182.0.jpg,Image_4_8901030817182.0.jpg,Image_5_8901030817182.0.jpg
Retail,Grocery,Sports & Energy Drinks,RET10-101B,"Red Bull Energy Drink, 250 Ml(Pack Of 4)",,10012022000719,-,,,,,,Red Bull,Pack of 4,-,1000 ml,1000,9002490224844.0,Red Bull GmbH,-,-,-,480.0,Austria,-,ml,,"Red bull energy drink product range that defies boundaries and sets new standards of excellence. Meticulously crafted with care, this exceptional creation transcends expectations and delivers oustanding experience.",1000 ml,,,-,Polestarre,,,Image_1_9002490224844.0.jpg,Image_2_9002490224844.0.jpg,Image_3_9002490224844.0.jpg,,
Retail,Grocery,Health Drinks,RET10-101C,"V-Nourish V, Nourish Pedia Plus Milk Mix, With Nutrients, For Immunity, Digestion, Growth, Strawberry, 200 G Jar",,10018013001531,-,,,,,,V-Nourish,Pack of 1,-,200 gm,200,8906069402569.0,V-Nourish,-,-,-,315.0,India,-,gm,,"Kids Will Be Kids, Naughty And Full Of Energy. And To Say That Way, They Need The Right Nutrition. Introducing The All-New V-Nourish. A Scientifically Designed High Protein Wholesome Nutrition Supplement, Which As Part Of A Daily Balanced Diet, Helps Support Growth And Development To Keep Your Child Healthy And Active. It Is Made With Real Fruits And Cocoa Mix And 36 Nutrients Like High Protein For Growth And Dha For Brain Development. It's Designed As Per The Rda Requirement Of 2-5-Year-Old Kids.",200 gm,,,-,Polestarre,,,Image_1_8906069402569.0.jpg,Image_2_8906069402569.0.jpg,Image_3_8906069402569.0.jpg,Image_4_8906069402569.0.jpg,Image_5_8906069402569.0.jpg
Retail,Grocery,Sports & Energy Drinks,RET10-101B,"O'Cean Energy One8 Energy Drink, Classic Natural Caffeine, 330 Ml Can",,11515006000531,-,,,,,,O'Cean Energy,Pack of 1,-,330 ml,330,8908001658249.0,Pushpam Foods & Beverages Pvt. Ltd,-,-,-,75.0,India,-,ml,,"Ocean One8 Classic Natural Caffeine, Ocean One8 vitalizes the body to give you energy on the go, it increases performance, concentration, vigilance and metabolism. Its natural caffeine gives you a natural boost, unlike synthetic caffeine. This drink will refresh you and lift up your mood instantly. It has no artificial flavours for a positive boost of energy that is purely invigorating. Virat approves.",330 ml,,,-,Polestarre,,,Image_1_8908001658249.0.jpg,Image_2_8908001658249.0.jpg,Image_3_8908001658249.0.jpg,Image_4_8908001658249.0.jpg,Image_5_8908001658249.0.jpg
Retail,Grocery,Sports & Energy Drinks,RET10-101B,"Budweiser Beats Energy Drink, 250Ml",,10012022000326,-,,,,,,Budweiser Beats,Pack of 1,-,250 ml,250,8902246014273.0,Pushpam Foods & Beverages Pvt. Ltd,-,-,-,110.0,India,-,ml,,"Budweiser beats nutritional drink product range that defies boundaries and sets new standards of excellence. Meticulously crafted with care, this exceptional creation transcends expectations and delivers oustanding experience.",250 ml,,,-,Polestarre,,,Image_1_8902246014273.0.jpg,Image_2_8902246014273.0.jpg,Image_3_8902246014273.0.jpg,Image_4_8902246014273.0.jpg,Image_5_8902246014273.0.jpg
Retail,Grocery,Sports & Energy Drinks,RET10-101B,"Gatorade Sports Drink, Lemon Flavor Bottle, 500 Ml",,10012022000088,-,,,,,,Gatorade,Pack of 1,-,500 ml,500,8902080514045.0,PepsiCo India Holdings Pvt. Ltd.,-,-,-,50.0,India,-,ml,,"Gatorade is a scientifically formulated sports drink with fluids, electrolytes mineral salts, carbohydrates and flavour, that helps you to rehydrate, replenish and refuel. It helps to restore fluids, electrolytes and energy-that you lose in sweat during exercise.",500 ml,,,-,Polestarre,,,Image_1_8902080514045.0.jpg,Image_2_8902080514045.0.jpg,Image_3_8902080514045.0.jpg,,
Retail,Grocery,Sports & Energy Drinks,RET10-101B,"Sting Energy Drink, 250 Ml Can",,10012013000203,-,,,,,,Sting,Pack of 1,-,250 ml,250,8902080185023.0,Varun Beverages Ltd,-,-,Not for children,35.0,India,-,ml,,"Sting energy drink gives you an energy boost to charge up and keep you going. It also invigorates your taste buds with its refreshingly delicious flavour. Sting has the kick of Caffeine, Ginseng and B Vitamins with amazingly refreshing flavours. Not recommended for children, people sensitive to caffeine, pregnant or breastfeeding women. Consume no more than 500 ml per day.",250 ml,,,-,Polestarre,,,Image_1_8902080185023.0.jpg,Image_2_8902080185023.0.jpg,Image_3_8902080185023.0.jpg,Image_4_8902080185023.0.jpg,Image_5_8902080185023.0.jpg
Retail,Grocery,Sports & Energy Drinks,RET10-101B,"Boost Energy & Nutrition Drink, 500 G Pouch",,10013022001897,-,,,,,,Boost,Pack of 1,-,500 gm,500,8901030887895.0,Hindustan Unilever Ltd.,-,-,-,232.0,India,-,gm,,"Boost is one of Indias leading Malt-based foods, fortified with a combination of micro-nutrients that are known to be essential for oxygen utilization of the body and energy metabolism. Boost is clinically proven to increase stamina by 3 times (3X) more. Enjoyed by some of your favourite cricket superstars all over India, the delicious chocolate Boost drink can be prepared with hot or cold milk and is fortified with 17 essential vitamins and minerals. Boost is proven to be a Nourishing beverage that helps build stamina, Boost Has nutrients that help in the maintenance of optimal bone & muscle strength. Boost is Enriched with Envita Nutrients (Iron, Vitamin A, C, Folic Acid, B12 and B6). Envita nutrients help transport oxygen more effectively in the body. Nutrients present in boost nourish the body in multiple ways- Iron and Vitamin C- help in effective transportation of oxygen to the muscle. Vitamin B12, Vitamin B2, Vitamin B6, Folic Acid- In the presence of oxygen, muscles produce more energy. Boost has nutrients that help in the optimal utilization of oxygen. Vitamin D, Calcium and protein- Nutrients that help in the maintenance of optimal bone & muscle strength for strength. Vitamin B1, Niacin, Biotin, Pantothenic Acid, Iodine, Magnesium- Energy releasing nutrients which help release energy from food.",500 gm,,,-,Polestarre,,,Image_1_8901030887895.0.jpg,Image_2_8901030887895.0.jpg,Image_3_8901030887895.0.jpg,Image_4_8901030887895.0.jpg,Image_5_8901030887895.0.jpg
Retail,Grocery,Sports & Energy Drinks,RET10-101B,"Boost Drink Powder, Sports Stars First Choice, 15 G",,10012063000134,-,,,,,,Boost,Pack of 1,-,15 gm,15,8901030824227.0,GlaxoSmithKline Consumer Healthcare Ltd.,-,-,-,5.0,India,-,gm,,"Boost health drink is enriched with envita nutrients, a unique scientific mixture of essential vitamins and minerals that notably improve the levels of key nutrients, important for energy metabolism to help enhance stamina.",15 gm,,,-,Polestarre,,,Image_1_8901030824227.0.jpg,Image_2_8901030824227.0.jpg,Image_3_8901030824227.0.jpg,Image_4_8901030824227.0.jpg,
Retail,Grocery,Sports & Energy Drinks,RET10-101B,"Boost Chocolate Energy & Sports Nutrition Drink, For 3X Stamina, Builds Bone & Muscle Strength, 500 G Pet Jar",,10013022001897,-,,,,,,Boost,Pack of 1,-,500 gm,500,8901030818660.0,Hindustan Unilever Ltd.,-,-,-,299.0,India,-,gm,,Boost is Indias only HFD scientifically proven to give three times more stamina.,500 gm,,,-,Polestarre,,,Image_1_8901030818660.0.jpg,Image_2_8901030818660.0.jpg,Image_3_8901030818660.0.jpg,Image_4_8901030818660.0.jpg,Image_5_8901030818660.0.jpg
Retail,Grocery,Sports & Energy Drinks,RET10-101B,"Boost Energy & Nutrition Drink Refill, 500 G Carton",,10013022001897,-,,,,,,Boost,Pack of 1,-,500 gm,500,8901030818097.0,Hindustan Unilever Ltd.,-,-,-,299.0,India,-,gm,,"Boost is one of Indias leading Malt-based foods, fortified with a combination of micro-nutrients that are known to be essential for oxygen utilization of the body and energy metabolism. Boost is clinically proven to increase stamina by 3 times (3X) more. Enjoyed by some of your favourite cricket superstars all over India, delicious chocolate Boost drink can be prepared with hot or cold milk and is fortified with 17 essential vitamins and minerals. Boost is proven to be a Nourishing beverage that helps build stamina, Boost Has nutrients which help in maintenance of optimal bone & muscle strength. Boost is Enriched with Envita Nutrients (Iron, Vitamin A, C, Folic Acid, B12 and B6). Envita nutrients help transport oxygen more effectively in the body. Nutrients present in boost nourish the body in multiple ways- Iron and Vitamin C- help in effective transportation of oxygen to muscle. Vitamin B12, Vitamin B2, Vitamin B6, Folic Acid- In the presence of oxygen, muscles produce more energy. Boost has nutrients which help in optimal utilization of oxygen. Vitamin D, Calcium, and protein - Nutrients which help in maintenance of optimal bone & muscle strength for strength. Vitamin B1, Niacin, Biotin, Pantothenic Acid, Iodine, Magnesium- Energy releasing nutrients which help release energy from food.",500 gm,,,-,Polestarre,,,Image_1_8901030818097.0.jpg,Image_2_8901030818097.0.jpg,Image_3_8901030818097.0.jpg,Image_4_8901030818097.0.jpg,Image_5_8901030818097.0.jpg
Retail,Grocery,Sports & Energy Drinks,RET10-101B,"Boost Health, Energy And Sports Nutrition Chocolate Drink, 1 Kg Refill Pack",,10013022001897,-,,,,,,Boost,Pack of 1,-,1 Kg,1,8901030818042.0,Hindustan Unilever Ltd.,-,-,-,998.0,India,-,Kg,,"Discover a world of culinary treasures with our diverse grocery collection. From fresh produce to pantry staples, we offer quality ingredients to inspire your cooking. Explore international flavors, organic options, and everyday essentials, all under one roof. Elevate your meals and nourish your body with our carefully curated selection. Shop with us and experience the joy of creating delicious moments in your kitchen.",1 Kg,,,-,Polestarre,,,Image_1_8901030818042.0.jpg,Image_2_8901030818042.0.jpg,Image_3_8901030818042.0.jpg,,
Retail,Grocery,Sports & Energy Drinks,RET10-101B,"Boost Energy & Nutrition Drink, 500 G Pouch",,10013022001897,-,,,,,,Boost,Pack of 1,-,500 gm,500,8901030817281.0,Hindustan Unilever Ltd.,-,-,-,232.0,India,-,gm,,"Boost is one of Indias leading Malt-based foods, fortified with a combination of micro-nutrients that are known to be essential for oxygen utilization of the body and energy metabolism. Boost is clinically proven to increase stamina by 3 times (3X) more. Enjoyed by some of your favourite cricket superstars all over India, the delicious chocolate Boost drink can be prepared with hot or cold milk and is fortified with 17 essential vitamins and minerals. Boost is proven to be a Nourishing beverage that helps build stamina, Boost Has nutrients that help in the maintenance of optimal bone & muscle strength. Boost is Enriched with Envita Nutrients (Iron, Vitamin A, C, Folic Acid, B12 and B6). Envita nutrients help transport oxygen more effectively in the body. Nutrients present in boost nourish the body in multiple ways- Iron and Vitamin C- help in effective transportation of oxygen to the muscle. Vitamin B12, Vitamin B2, Vitamin B6, Folic Acid- In the presence of oxygen, muscles produce more energy. Boost has nutrients that help in the optimal utilization of oxygen. Vitamin D, Calcium and protein- Nutrients that help in the maintenance of optimal bone & muscle strength for strength. Vitamin B1, Niacin, Biotin, Pantothenic Acid, Iodine, Magnesium- Energy releasing nutrients which help release energy from food.",500 gm,,,-,Polestarre,,,Image_1_8901030817281.0.jpg,Image_2_8901030817281.0.jpg,Image_3_8901030817281.0.jpg,Image_4_8901030817281.0.jpg,Image_5_8901030817281.0.jpg
Retail,Grocery,Sports & Energy Drinks,RET10-101B,"Monster Energy Drink, 350 Ml",,10012022000287,-,,,,,,Monster,Pack of 1,-,350 ml,350,4897036691427.0,Monster Energy India Private Limited,-,-,Not for children,113.0,India,-,ml,,"The Original Green Monster Energy. Tear into a can of the meanest energy drink on the planet, Monster Energy. It`s the ideal combo of the right ingredients in the right proportion to deliver the big bad buzz that only Monster can. Monster packs a powerful punch but has a smooth easy drinking flavour. Athletes, musicians, anarchists, co-eds, road warriors, metalheads, geeks, hipsters, and bikers dig it - you will too. Flavour Profile: Sweet and Salty - It tastes like Monster! Consume Responsibly: Not recommended for children, people sensitive to caffeine, pregnant women or women who are nursing.",350 ml,,,-,Polestarre,,,Image_1_4897036691427.0.jpg,Image_2_4897036691427.0.jpg,Image_3_4897036691427.0.jpg,Image_4_4897036691427.0.jpg,Image_5_4897036691427.0.jpg
Retail,Grocery,Health Drinks,RET10-101C,"Made From Plants Oat Drink, Crème Caramel, Plant, Based & Preservative Free, 500 Ml",,11222334000532,-,,,,,,Made From Plants,Pack of 1,-,500 ml,500,8908021485016.0,Made From Plants,-,-,-,70.0,India,-,ml,,"If YouRe Looking For A Vegan Alternative To Milk, The Made From Plants Creme Caramel Oat Drink Is A Perfect Choice. With Its Creamy Caramel Flavour, This Indulgent Plant-Based Drink Is Made From All-Natural Ingredients, So You Can Feel Great About What You Put In Your Body. Plus, It's Dairy-Free, Nut-Free, And Cruelty-Free Which Makes It A Guilt-Free Pleasure. Enjoy This Tasty Oat Drink On Its Own As A Chilled Beverage Or Add It To Smoothies, And Cereals, Or Use It To Cook With. It's Packed With Vitamins And Minerals Like Calcium, Making It The Perfect Way To Start Your Day Off Right! Rich And Creamy Oat Milk Ideal For Making Tea, Coffee, Smoothies, Etc Dairy-Free, Nut-Free, And Cruelty-Free.",500 ml,,,-,Polestarre,,,Image_1_8908021485016.0.jpg,Image_2_8908021485016.0.jpg,Image_3_8908021485016.0.jpg,Image_4_8908021485016.0.jpg,Image_5_8908021485016.0.jpg
Retail,Grocery,Health Drinks,RET10-101C,"Haldiram's Thandai Kesaria Del, 750 Ml",,10012051000107,-,,,,,,Haldiram's,Pack of 1,-,750 ml,750,8904063270061.0,Haldiram's,-,-,-,325.0,India,-,ml,,"Haldiram's Thandai Kesaria Del Is A Instant Thandi Syrup. It Is A Blend Of Dry Fruits, Kesar And Spices. It Provide Strength And Helps In Improving The Immunity Of The Body. The Ingredients Present In This Mix Helps In Soothing The Body In Hot Weather By Giving You A Cooling Effect. This Syrup Is Great To Flavour Your Milk Or Use In Desserts. It Is 100% Natural And Does Not Contain Any Added Preservatives, Colour, Artificial Flavours Or Chemicals. Now Enjoy A Delicious Thandai Drink With Out Any Hassle. You Just Need To Add The Mix To Chilled Milk.",750 ml,,,-,Polestarre,,,Image_1_8904063270061.0.jpg,Image_2_8904063270061.0.jpg,Image_3_8904063270061.0.jpg,,
Retail,Grocery,Health Drinks,RET10-101C,"Protinex Health Supplement And Nutritional Protein Mix For Adults, (Creamy Vanilla Flavor, 250 Gms, Bib) With 25 Vital Nutrients To Support Strength, Immunity & Active Life",,10015022004574,-,,,,,,Protinex,Pack of 1,-,250 gm,250,8906048501436.0,Protinex,-,-,-,423.0,India,-,gm,,"Protinex Creamy Vanilla is a vegetarian nutritional beverage mix that should be consumed daily as part of a healthy lifestyle for your everyday health. It is now clinically proven for strength and energy. It increases your strength and energy nutrients by 34. With a rich legacy of over 65 years, Protinex comes with high protein content 34g for every 100g that helps you fight tiredness fatigue and delights you with its rich, creamy taste Lack of protein leads to loss of muscle strength which in turn leads to frequent tiredness and fatigues in our daily lives. Protein makes up about 50 of muscles bones in our body and our body cannot store protein hence it needs to be consumed daily Protinex helps in bridging this gap of protein and other essential nutrients in regular Indian Adult diets. Protinex should be consumed daily as part of a healthy lifestyle for everyday health.Protinex Creamy Vanilla is also enriched with calcium, vitamin D, and immuno-nutrients for your everyday health helping with stronger muscles bones, long-term immunity and stamina to power through each day.",250 gm,,,-,Polestarre,,,Image_1_8906048501436.0.jpg,Image_2_8906048501436.0.jpg,Image_3_8906048501436.0.jpg,Image_4_8906048501436.0.jpg,Image_5_8906048501436.0.jpg
